Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country
1962,Chemistry,The Nobel Prize in Chemistry 1962,"""for their studies of the structures of globular proteins""",2-Jan,227,Individual,John Cowdery Kendrew,3/24/1917,Oxford,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,8/23/1997,Cambridge,United Kingdom
1962,Literature,The Nobel Prize in Literature 1962,"""for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception""",1-Jan,634,Individual,John Steinbeck,2/27/1902,"Salinas, CA",United States of America,Male,,,,12/20/1968,"New York, NY",United States of America
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",3-Jan,372,Individual,Francis Harry Compton Crick,6/8/1916,Northampton,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,7/28/2004,"San Diego, CA",United States of America
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",3-Jan,373,Individual,James Dewey Watson,4/6/1928,"Chicago, IL",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",3-Jan,374,Individual,Maurice Hugh Frederick Wilkins,12/15/1916,Pongaroa,New Zealand,Male,London University,London,United Kingdom,10/5/2004,London,United Kingdom
1962,Peace,The Nobel Peace Prize 1962,,1-Jan,217,Individual,Linus Carl Pauling,2/28/1901,"Portland, OR",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,8/19/1994,"Big Sur, CA",United States of America
1962,Physics,The Nobel Prize in Physics 1962,"""for his pioneering theories for condensed matter, especially liquid helium""",1-Jan,77,Individual,Lev Davidovich Landau,1/22/1908,Baku,Russian Empire (Azerbaijan),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics,4/1/1968,Moscow,Union of Soviet Socialist Republics (Russia)
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",2-Jan,228,Individual,Karl Ziegler,1898-11-26,Helsa,Germany,Male,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Mülheim/Ruhr,Federal Republic of Germany,8/12/1973,Mülheim,West Germany (Germany)
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",2-Jan,229,Individual,Giulio Natta,2/26/1903,Imperia,Italy,Male,Institute of Technology,Milan,Italy,5/2/1979,Bergamo,Italy
1963,Literature,The Nobel Prize in Literature 1963,"""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",1-Jan,635,Individual,Giorgos Seferis,3/13/1900,Smyrna (Izmir),Ottoman Empire (Turkey),Male,,,,9/20/1971,Athens,Greece
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",3-Jan,375,Individual,Sir John Carew Eccles,1/27/1903,Melbourne,Australia,Male,Australian National University,Canberra,Australia,5/2/1997,Contra,Switzerland
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",3-Jan,376,Individual,Alan Lloyd Hodgkin,2/5/1914,Banbury,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,12/20/1998,Cambridge,United Kingdom
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",3-Jan,377,Individual,Andrew Fielding Huxley,11/22/1917,Hampstead,United Kingdom,Male,University College,London,United Kingdom,5/30/2012,Grantchester,United Kingdom
1963,Peace,The Nobel Peace Prize 1963,,2-Jan,482,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,,,,,,,
1963,Peace,The Nobel Peace Prize 1963,,2-Jan,523,Organization,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),,,,,,,,,,
1963,Physics,The Nobel Prize in Physics 1963,"""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""",2-Jan,78,Individual,Eugene Paul Wigner,11/17/1902,Budapest,Austria-Hungary (Hungary),Male,Princeton University,"Princeton, NJ",United States of America,1/1/1995,"Princeton, NJ",United States of America
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",4-Jan,79,Individual,Maria Goeppert Mayer,6/28/1906,Kattowitz (Katowice),Germany (Poland),Female,University of California,"San Diego, CA",United States of America,2/20/1972,"San Diego, CA",United States of America
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",4-Jan,80,Individual,J. Hans D. Jensen,6/25/1907,Hamburg,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,2/11/1973,Heidelberg,West Germany (Germany)
1964,Chemistry,The Nobel Prize in Chemistry 1964,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",1-Jan,230,Individual,Dorothy Crowfoot Hodgkin,5/12/1910,Cairo,Egypt,Female,"University of Oxford, Royal Society",Oxford,United Kingdom,7/29/1994,Shipston-on-Stour,United Kingdom
1964,Literature,The Nobel Prize in Literature 1964,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",1-Jan,637,Individual,Jean-Paul Sartre,6/21/1905,Paris,France,Male,,,,4/15/1980,Paris,France
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",2-Jan,378,Individual,Konrad Bloch,1/21/1912,Neisse (Nysa),Germany (Poland),Male,Harvard University,"Cambridge, MA",United States of America,10/15/2000,"Burlington, MA",United States of America
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",2-Jan,379,Individual,Feodor Lynen,4/6/1911,Munich,Germany,Male,Max-Planck-Institut für Zellchemie,Munich,Federal Republic of Germany,8/6/1979,Munich,Germany
1964,Peace,The Nobel Peace Prize 1964,,1-Jan,524,Individual,Martin Luther King Jr.,1/15/1929,"Atlanta, GA",United States of America,Male,,,,4/4/1968,"Memphis, TN",United States of America
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",2-Jan,81,Individual,Charles Hard Townes,7/28/1915,"Greenville, SC",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,1/27/2015,"Berkeley, CA",United States of America
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",4-Jan,82,Individual,Nicolay Gennadiyevich Basov,12/14/1922,Usman,Union of Soviet Socialist Republics (Russia),Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,7/1/2001,Moscow,Russia
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",4-Jan,83,Individual,Aleksandr Mikhailovich Prokhorov,7/11/1916,Atherton,Australia,Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,1/8/2002,Moscow,Russia
1965,Chemistry,The Nobel Prize in Chemistry 1965,"""for his outstanding achievements in the art of organic synthesis""",1-Jan,231,Individual,Robert Burns Woodward,4/10/1917,"Boston, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,7/8/1979,"Cambridge, MA",United States of America
1965,Literature,The Nobel Prize in Literature 1965,"""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",1-Jan,638,Individual,Mikhail Aleksandrovich Sholokhov,5/24/1905,Veshenskaya,Russia,Male,,,,2/21/1984,Veshenskaya,Union of Soviet Socialist Republics
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3-Jan,380,Individual,François Jacob,6/17/1920,Nancy,France,Male,Institut Pasteur,Paris,France,4/19/2013,Paris,France
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3-Jan,381,Individual,André Lwoff,5/8/1902,Ainay-le-Château,France,Male,Institut Pasteur,Paris,France,9/30/1994,Paris,France
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3-Jan,382,Individual,Jacques Monod,2/9/1910,Paris,France,Male,Institut Pasteur,Paris,France,5/31/1976,Cannes,France
1965,Peace,The Nobel Peace Prize 1965,,1-Jan,525,Organization,United Nations Children's Fund (UNICEF),,,,,,,,,,
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",3-Jan,84,Individual,Sin-Itiro Tomonaga,3/31/1906,Kyoto,Japan,Male,Tokyo University of Education,Tokyo,Japan,7/8/1979,Tokyo,Japan
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",3-Jan,85,Individual,Julian Schwinger,2/12/1918,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,7/16/1994,"Los Angeles, CA",United States of America
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",3-Jan,86,Individual,Richard P. Feynman,5/11/1918,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,2/15/1988,"Los Angeles, CA",United States of America
1966,Chemistry,The Nobel Prize in Chemistry 1966,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",1-Jan,232,Individual,Robert S. Mulliken,1896-06-07,"Newburyport, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,10/31/1986,"Arlington, VA",United States of America
1966,Literature,The Nobel Prize in Literature 1966,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",2-Jan,639,Individual,Shmuel Yosef Agnon,1888-07-17,Buczacz (Buchach),Austria-Hungary (Ukraine),Male,,,,2/17/1970,Rehovot,Israel
1966,Literature,The Nobel Prize in Literature 1966,"""for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength"" ",2-Jan,640,Individual,Nelly Sachs,1891-12-10,Berlin,Germany,Female,,,,5/12/1970,Stockholm,Sweden
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discovery of tumour-inducing viruses""",2-Jan,383,Individual,Peyton Rous,1879-10-05,"Baltimore, MD",United States of America,Male,Rockefeller University,"New York, NY",United States of America,2/16/1972,"New York, NY",United States of America
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discoveries concerning hormonal treatment of prostatic cancer""",2-Jan,384,Individual,Charles Brenton Huggins,9/22/1901,Halifax,Canada,Male,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",United States of America,1/12/1997,"Chicago, IL",United States of America
1966,Physics,The Nobel Prize in Physics 1966,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",1-Jan,87,Individual,Alfred Kastler,5/3/1902,Guebwiller,Germany (France),Male,École Normale Supérieure,Paris,France,1/7/1984,Bandol,France
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",2-Jan,233,Individual,Manfred Eigen,5/9/1927,Bochum,Germany,Male,Max-Planck-Institut für Physikalische Chemie,Göttingen,Federal Republic of Germany,,,
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",4-Jan,234,Individual,Ronald George Wreyford Norrish,1897-11-09,Cambridge,United Kingdom,Male,Institute of Physical Chemistry,Cambridge,United Kingdom,6/7/1978,Cambridge,United Kingdom
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",4-Jan,235,Individual,George Porter,12/6/1920,Stainforth,United Kingdom,Male,Royal Institution of Great Britain,London,United Kingdom,8/31/2002,Canterbury,United Kingdom
1967,Literature,The Nobel Prize in Literature 1967,"""for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America""",1-Jan,641,Individual,Miguel Angel Asturias,1899-10-19,Guatemala City,Guatemala,Male,,,,6/9/1974,Madrid,Spain
